,price,rooms,area,floor,floors_total,adress,subway_station,distance to subway
125,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
126,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
127,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
128,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
129,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
130,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
131,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
132,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
133,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
134,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
135,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
136,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
137,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
138,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
139,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
140,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
141,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
142,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
143,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
144,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
145,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
146,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
147,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
148,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
149,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
150,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
151,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
152,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
153,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
154,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
155,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
156,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
157,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
158,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
159,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
160,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
161,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
162,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
163,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
164,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
165,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
166,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
167,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
168,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
169,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
170,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
171,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
172,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
173,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
174,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
175,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
176,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
177,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
178,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
179,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
180,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
181,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
182,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
183,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
184,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
185,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
186,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
187,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
188,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
189,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
190,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
191,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
192,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
193,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
194,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
195,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
196,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
197,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
198,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
199,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
200,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
201,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
202,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
203,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
204,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
205,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
206,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
207,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
208,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
209,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
210,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
211,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
212,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
213,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
214,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
215,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
216,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
217,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
218,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
219,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
220,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
221,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
222,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
223,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
224,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
225,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
226,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
227,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
228,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
229,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
230,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
231,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
232,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
233,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
234,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
235,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
236,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
237,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
238,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
239,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
240,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
241,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
242,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
243,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
244,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
245,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
246,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
247,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
248,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
249,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
250,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
251,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
252,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
253,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
254,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
255,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
256,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
257,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
258,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
259,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
260,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
261,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
262,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
263,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
264,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
265,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
266,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
267,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
268,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
269,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
270,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
271,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
272,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
273,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
274,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
275,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
276,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
277,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
278,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
279,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
280,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
281,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
282,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
283,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
284,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
285,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
286,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
287,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
288,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
289,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
290,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
291,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
292,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
293,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
294,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
295,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
296,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
297,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
298,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
299,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
300,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
301,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
302,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
303,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
304,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
305,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
306,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
307,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
308,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
309,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
310,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
311,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
312,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
313,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
314,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
315,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
316,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
317,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
318,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
319,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
320,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
321,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
322,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
323,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
324,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
325,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
326,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
327,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
328,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
329,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
330,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
331,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
332,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
333,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
334,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
335,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
336,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
337,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
338,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
339,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
340,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
341,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
342,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
343,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
344,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
345,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
346,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
347,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
348,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
349,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
350,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
351,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
352,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
353,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
354,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
355,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
356,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
357,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
358,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
359,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
360,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
361,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
362,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
363,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
364,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
365,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
366,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
367,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
368,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
369,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
370,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
371,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
372,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
373,2200000,1,42.0,7,10," поселок Мехзавод, Самара, 1-й квартал, 39 ",Юнгородок,10600.0
374,1180000,1,21.0,4,9," жилой район Южный Город— 2, Волжский район, Самарская область, улица Кирилла иМефодия, 1, подъезд 5 ",Гагаринская,11700.0
375,6599000,3,92.0,3,23," Самара, Печерская улица, 29 ",Гагаринская,600.0
376,6850000,3,115.0,5,10," улНово-Вокзальная, 164 ",Безымянка,4700.0
377,2450000,1,39.4,23,27, стр.6 ,Безымянка,4700.0
378,5300000,3,101.0,4,10," Московское (23 км) шоссе, п. Мехзавод, 1 квартал, д.35. ",Юнгородок,10800.0
379,15000000,5,173.6,5,6," Самара, Садовая улица, 227 ",Алабинская,1800.0
380,1650000,1,35.0,8,9," Самара, Щигровский переулок, 12 ",Юнгородок,600.0
381,2455000,1,57.0,18,18," Россия, Самарская область, Самара, Аэродромная ул, 98а ",Спортивная,900.0
382,3250000,1,43.0,11,26," Самара, улица Георгия Димитрова, 108 ",Безымянка,5500.0
383,3300000,3,72.0,4,5," улСвободы, 145 ",Кировская,1600.0
384,2230000,1,42.9,9,26," Московское ш., стр.1 ",Московская,400.0
385,2550000,2,50.0,3,3," Самара, Красноглинский район, улица Евгения Золотухина, д.40 ",Московская,400.0
386,3500000,3,69.0,5,5," Самара, Ново-Садовая улица, 333 ",Безымянка,4900.0
387,2899000,1,34.0,11,24," Самара, Ново-Садовая улица, 201 ",Российская,1700.0
388,1590000,1,34.0,3,3," микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 55, подъезд 2 ",Юнгородок,12600.0
389,3000000,2,53.0,1,6," Самарская область, Самара, Октябрьский район, Ерошевского улица, 17 ",Российская,800.0
390,1850000,1,33.0,5,5, ул.Победа дом.147 ,Алабинская,2600.0
391,3080000,1,44.0,10,24," Самара, Московское шоссе, 29 ",Спортивная,2000.0
392,3850000,1,57.5,11,22," Самара, улица Мичурина, 150 ",Российская,1500.0
393,2781250,2,62.5,6,9," ш.Северное, ЖК «Видный» ",Безымянка,11100.0
394,3895000,3,70.0,5,12," Самара, проспект Кирова, 346 ",Безымянка,5700.0
395,3500000,2,47.0,2,9, улМориса Тореза103 ,Спортивная,500.0
396,3350000,2,54.5,7,10," Самарская область, Самара, Промышленный район, Ново-Вокзальный тупик, 13 ",Безымянка,700.0
397,4100000,2,63.0,7,13," Самарская область, Самара, Октябрьский район, Мичурина улица, 149 ",Российская,400.0
398,3100000,1,54.5,10,24," Самара, Калужская улица ",Российская,1400.0
399,1490000,1,30.0,1,9," жилой район Южный Город— 2, Волжский район, Самарская область, Губернаторская улица, 9 ",Гагаринская,12100.0
400,2600000,1,42.0,12,24," Московское ш./пер. Тупой/пр. К. Маркса, 1 очередь, Секции 5−8 ",Спортивная,2000.0
401,3050000,3,59.0,3,5," Самара, улица Аэропорт 2, 11А ",Юнгородок,7700.0
402,3650000,2,60.0,4,16," Самара, Промышленный район, Кирова проспект, 415а ",Юнгородок,7700.0
